"tag","condition_verbose","response","node3"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","A need to learn the area for the future.","K=0"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He took the long way round for the exercise before rewarding himself.","Cu=1"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He wanted to eat something different as he eats hot dogs all the time.","Pu_f=0"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted to eat a hot dog and it was no further than the pizza stand.","Pu_f=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They wanted a hot dog and not knowing the area well, didn't want to get lost or lose their way back to the hot dog stand.","Pu_f=1"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","They took the long way round for the exercise and then rewarded themselves with their favourite food.","Cu=1"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He doesn't know the area and also doesn't want pizza so he kept going in search of something more preferable.","P=1"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","He doesn't know where other food options might be so he goes to the first one he sees.","Ku_f=0"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He went straight to the pizza cart as thats what he wanted to eat.","Pu_f=0"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He went for a walk then decided to get pizza instead of his favourite food.","Pu_f=0"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","They were hungry and found a pizza cart when they were walking around.","Su=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","He loves hotdogs so he went straight to the hotdog cart.","P=1"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","He didnt know the area so went the long way to get his hotdog.","K=0"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","He wanted pizza but went the longer way to get it.","Pu_f=0"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","He was walking and felt like hotdogs as he walked past the cart.","Pu_f=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","He was out for a run and seen a hotdog stand at the end so he got them.","C=1"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie really wants hot dogs today","Pu_f=1"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","They don't have time for a long route or to get to their favourite food today","br_p=0"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","They want a longer trip to get some exercise","Cu=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They really want pizza today","Pu_f=0"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They remained hopeful there would be a hot dog stand despite going past the pizza stand","Pu_f=1"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They want a long route for exercise","Cu=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They stop at the first food stand they reach","Ku_f=0"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","I was looking for something different to eat but ended up eating hot dogs...","Pu_f=0"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","He did not complicate and ate in the piz truck...","C=0"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","His desire to do sport made him walk for a long time...","C=1"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Wrong, hot dogs are not his favorite food...","P=0"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","In order not to walk so much, he went to get the hot dog truck...","C=0"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Maybe if he had known the location of the hot dog truck he wouldn't have eaten pizza...","Ku_f=0"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Wrong, this guy is not lazy...","Cu=1"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","That's right, his favorite food is hot dogs...","P=1"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","The hotdog stand was closer","Su=1"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","they wanted to get pizza","Pu_f=0"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they don't know the area very well and didn't want hotdogs","K=0"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They know the area and wanted to get hotdogs","Pu_f=1"
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","they were hungry and stopped at the first food stand","Pu_p=1"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","they don't know the area well and didn't want pizza","Pu_f=1"
"t010111","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","They wanted to go on a walk before getting food","Cu=1"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Brooklyn likes pizza more and did not mind walking for a longer period of time (as he is sporty) to find a truck that sold a more suitable food for his liking.","P=0"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He tried to find a closer place to get some food as he is lazy","C=0"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Parker could have eaten  too many hot dogs and decided to eat something else instead of his favourite food","Pu_f=0"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","he didn't mind walking for a long time becuase he is sporty in order to get another type of food than pizza","C=1"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","he might have been starving and decided to placate his appetite with hot dogs","Pu_f=1"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie took the long way to get to the hot dog truck because he knew a drug delear and wanted to purchase some recreational drugs there.","br_p=1"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Adrian is described as being lazy but goes all the way around, walking past the pizza store. This suggests that he does not like pizza and continued until he got to the hot dog store.","P=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Jesse enjoys hot dogs and can't see the stand from his starting point. Considering that they are his favourite, he decides to go and look for them.","P=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker's favourite food is hot dogs but he decides to head to the pizza stand. He is lazy and the pizza store is closer so decides to go there due to being lazy. Also, just because hot dogs are his favourite doesn't mean he also doesn't love pizza.","C=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Charlie is lazy and sees the hot dog stand in his vicinity so decides to go there instead of going on the walk to the pizza stand.","C=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Drew can't see the pizza stand but knows the area so skips past the hot dog stand. Being sporty, this wouldn't be an issue as he doesn't mind the extra distance. Also, he may simply enjoy pizza more.","P=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Taylor wants hot dogs and knows the area well so has no problem travelling for his favourite food.","P=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Brooklyn is new to the area but can't see the hot dog stand. However, because they are sporty, they continue towards the pizza stand. Taylor may not enjoy hot dogs and also may have no problem in new surroundings.","C=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper loves hot dogs but decides to go past the stand and return to the pizza stand. Considering they are unknown to the area and considered lazy this is pretty interesting. The hot dog stand may have been closed, may have been busy or too expensive.","br_f=0"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Jesse happened to see a hot dog stand selling her favourite food and must have been hungry.","Su=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Drew must have known where each food stand was because he knows the area.  He must have set himself the goal of walking or maybe jogging a distance and then rewarding himself.","C=1"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Maybe Brooklyn didn't like the look of the pizza stand and decided to press on until she found something else.","br_f=1"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Harper is lazy but still managed to take the longest route until he found his favourite.  Maybe he just decided to walk anit clockwise until he found something he wanted.","br_p=1"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Maybe he doesn't like hot dogs or wasn't hungry enough to eat until he found the pizza stand.","P=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","It makes sense if he knows the area and wanted a hot dog that he would take the shortest route as he is lazy.","C=0"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Maybe the pizza stand was slightly less distance to walk.  He knew where it was so maybe he had this in mind.","Ku_f=1"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He wanted to do some exercise and resisted the temptation of having a hot dog.","Cu=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie went the quickest route to the hot dog stand because he knows where the hot dog stand is situated as he knows the area well.","Ku_p=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Jesse could see a hot dog stand on the corner and went to investigate.","Su=1"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","As Taylor knows the area well he decided to take a longer route to the hot dog stand so he could get some exercise.","C=1"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Drew knows the area well so he went a slightly longer route to the pizza stand to get some exercise before he has something to eat.","C=1"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","As Adrian doesn't know the area well he went a walk looking for a hot dog stand and eventually found one.","K=0"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Brooklyn doesn't know the area well and as he was feeling a wee bit hungry he spotted the pizza stand close by and thought he would give it a try.","Su=0"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","As Harper does not know the area well he went for a walk to see if he could find a hot dog stand and he eventually did.","K=0"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker favourite food is hot dogs so when he fancies a hot dog he goes to a hot dog stand just along the road.","Pu_f=1"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","The hot dog stand was quicker to get to as Adrian is lazy.","C=0"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","As Brooklyn is sporty he was happy to walk the extra distance to what I'd guess was his preferred food of hot dogs.","C=1"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","I think Charlie despite being lazy likes pizza a lot more than hot dogs so is prepared to walk further knowing where he can find his food of choice.","P=0"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","The fact that Taylor likes hot dogs a lot.","P=1"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Not knowing the area well, Harper went for food at the only place he could see it.","Ku_f=0"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Jesse wanted to earn his fast food by going on a long walk first as he is sporty.","C=1"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","I think maybe Harper didn't have any money but knowing the area well would know where a cash machine was and then made his way to his favourite food of hot dogs.","br_p=1"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","I think Drew prefers pizza and knows where he can find it.","P=0"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Boredom, he took the longer way because he's bored","br_p=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to challenge himself because he's sporty","C=1"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They changed their mind and chose pizza","Pu_f=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Their favourite food is hot dogs","P=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","He didn't feel like doing too much today","Cu=0"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They decided not to be lazy","Cu=1"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He went that way on a whim","br_p=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","They wanted a sporty challenge","Cu=1"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper loves Hotdogs and wanted them at that moment. Harper is not too fond of Pizza so opted to stick with his favourite food.","Pu_f=1"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew doesn't mind trying different foods, however on this occasion he opted for Pizza. As he knows the area well de decided to bypass hotdogs for pizza.","Pu_f=0"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Adrian considered hotdogs but when he reached the stand he changed his mind. He knew where the pizza stand was because of where he began his route. So he decided to have pizza instead of hotdogs.","Pu_f=0"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Brooklyn opted for hotdogs due to have weak understand of the area. Brooklyn must have thought there may not be a food stand nearby and must have been hungry.","Ku_f=0"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Taylor must've altered his mind when he approached his favourite food. Knowing the area well, Taylor decided to have Pizza instead as it is around the corner.","Pu_f=0"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie opted for Pizza over Hotdogs. Pizza was more nearby and due to Charlie being lazy it would have been the ideal choice for Charlie.","C=0"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker wanted his favourite food, even though he is lazy the difference from Pizza to hotdog would'nt have exerted much of his energy.","P=1"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Although favourite food is hotdog, Jesse decided to try something else in the area of unknown. Jess was feeling adventurous and thought let us see where this path leads to. Jesse eventually arrived at Pizza stand and decided to have that instead.","Pu_f=0"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Brooklyn wants to take exercise to get his food","Cu=1"
"t010111","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Charlie likes hotdogs","P=1"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy","C=0"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Drew prefers hotdogs","P=1"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper prefers hotdogs","P=1"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Jesse wants to exercise to enjoy his hotdogs","Cu=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Jesse does not know the route well of the area that it why  he passed his favourite spot.","K=0"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn is finding his way aound the area","K=0"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker probably want to see the environment properly","br_p=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie walks around the area to site see the environment","br_p=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Drew is trying to know his favourite spot","K=0"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","The easiest way to get his favorite spot","C=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","As Brooklyn don't know the area well, they may have wanted to see what options they had, other than pizza, but then after having walked around the houses and seen the other option, decided to go to the pizza truck.","K=0"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Although Charlie is lazy, he knows the area well and so it's likely he knew where the hot dog truck was and decided to walk around the houses to the hot dog truck to get his preffered meal.","P=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Adrian does not know the area well, and couldn't see either option of truck. He started walking in the direction of the pizza truck and when he reaches it, he stops and doesn't consider exploring further as he is lazy.","C=0"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","The hot dog truck may have been closed as they are Parker's favourite food and he walked straight passed it.","br_f=0"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Taylor would know there is a hot dog truck round the on the next corner, and does not seem to be lazy. I think it is likely that Taylor just wanted pizza this day.","Pu_f=0"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Drew knew their was a hot dog van on the next corner, and whilst they were near the pizza van, decided to walk to the hot dog van as this is what he wanted to eat on this occasion.","Pu_f=1"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Harper started walking in one direction as they don't know the area well and were lucky to find this truck sold hot dogs which are their favourite food.","K=0"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Jesse is sporty and so walked around the block of houses to see what options they had. They stopped at the hot dog truck as they sell their favourite food.","C=1"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Jesse was so hungry that he decided to buy food from the first truck he saw. He doesn't know the area enough to know where the hot dog stand is based.","Ku_f=0"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Adrian dislikes hotdogs to the point that he would rather avoid them, even when he considers himself lazy.","P=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Parker loves hotdogs and he knows where the hot dog stand is.","P=1"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Because Harper didn't know where the hot dog stand was, he took the long way around to it. But from their point of view, they continued walking until they found something familiar.","K=0"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","I believe Taylor wasn't wearing their glasses when they went out for a jog. That would explain why he didn't stop at the hot dog stand even though his favourite food is hot dogs.","br_p=1"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Brooklyn simply explored the area and discovered a hot dog stand that captured their eye.","Su=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Drew likes walking outside and since he's sporty. He considers it a fun activity. He took a break at the hot dog stand to have a hot dog as a snack before he went on another walk around his neighbourhood.","C=1"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie lives on pizza and knows that the location is around the corner. So he goes there to get his favourite treat.","P=0"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","They are lazy","C=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","They dont know the area","K=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","They wanted to exercise","Cu=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Their favourite food is hot dogs","P=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They don't know the area well","K=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","They wanted to exercise","Cu=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Their favourite food is pizza","P=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","They are lazy","C=0"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Because Drew knows his way around he is familiar with the food van placement and being a sporty fellow thought he would get some exercise by taking the long way round","C=1"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Adrian, in an attempt to find something to eat, got lost because he doean't know the area and had to take the long way round to the pizza cart. Being a lazy fellow, he would have eaten hot dogs but unfortunately the vendor had sold out.","br_f=0"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper, not knowing the area well spots a pizza pop-up eatery down the street and asks the vendor where the nearest hot dog stand is situated because they are his favourite food. However he is lazy and doean't want to walk far, but the hunger for hot dogs got the better of him and he takes a walk to the stand","Pu_f=1"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Taylor takes his daily stroll to the hot dog stand at the end of his street to consume his favourite food. The vendor has promised to take a hot dog to the pizza seller around the corner and knowing Taylor is a sporty individual offers him a half price hot dog if he delivers another hot dog to the pizza seller.","br_p=1"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Parker was caught in two minds. Being a lazy fellow his preference is to not expend too much energy and to hit the pizza stall, but his favouirite food are hot dogs and the stand is only a little further than the pizza stall. It was a close call but the hot dogs reign supreme in this case","P=1"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is particularly hungry today and the smell from the pizza cart has him salivating and with the cart only being two houses away he doesn't have to expend too much energy.","Su=0"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","Brooklyn is a physical, sporty individual and he has been to the gym already this morning and is now hungry. He doesn't know the area but can see a hot dog stand down the street.","Su=1"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Jesse is new to the area and is keen to find his way around, he can see the hot dog stand at the end of the street, but having eaten hot dogs for severalm days decides to take a jog around to see what else is on offer","Pu_f=0"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Dre knows the area and route to the Pizza building","K=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlies know the area to the pizza building but due to his laziness, he is not ready to go","C=0"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Adrian is a lazy person although he doe not know the area to the pizza building","C=0"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","The favorite food of parkers is hot dog, he knows the area to get it but due to his laziness, he is not ready to go","P=1"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","The favorite food of Harpers is hot dog, but he doesnt know the area and due to his laziness he his not ready to find out where the place is","C=0"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Brookly is sporty but does not know the area well so as to go and procure the hot dog","C=1"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","The favorite food of Taylor is hot dog, he is sporty and conversant with the area but due to his laziness, he is not ready to go","C=0"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","They decided to try something new today.","Pu_f=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They wanted to explore their surroundings.","br_p=1"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Hotdogs may be their favourite food.","P=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They may dislike hot dogs.","P=0"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","They like hotdogs","P=1"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","They can see hot dogs not too far away.","Su=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","They wanted a change","Pu_f=0"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","The hot dog stand was further away from them and they wanted to have a walk as well.","C=1"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","They were too lazy to walk to the pizza stand. Hot dog stand was closer.","C=0"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He wanted hot dogs but decided to burn more calories jogging to the pizza stand.","Cu=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","They wanted to walk more.","Cu=1"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He chose the shortest distance to satisfy his cravings for pizza.","Pu_f=0"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Wanted to have hot dogs, but the stand was shut.","br_f=0"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","They got confused by the GPS, but still wanted hot dogs.","Ku_p=0"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","It was raining and they didn't feel like walking all the way to the hot dog stand in the rain.","Su=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Wanted to exert more energy before eating","Cu=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","wanted to find alternative to hotdogs","Pu_f=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","prefers hotdogs over pizza though neither are his favorite","P=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","wanted to explore the area","br_p=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","pizza was a closer distance","Su=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","prefers hotdogs","P=1"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","wanted to exert extra energy before eating","Cu=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","perfers hotdogs over pizza","P=1"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","shortest route","br_p=0"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","they fancy hot dog","Pu_f=1"
